ANON_ID,AGE_GROUP,INCOME_CATEGORY,HOUSEHOLD_OCCUPANCY,CHILDREN_AT_HOME,HOUSEHOLD_SIZE,NUMBER_OF_BEDROOMS,OCCUPATION,EMPLOYMENT_STATUS,HIGHEST_QUALIFICATION,HOME_OWNERSHIP,HOME_TYPE,HOME_VALUE,SOCIAL_GRADE,TARIFF_GROUP,Cluster_Comp04_k02,Cluster_Comp04_k03,Cluster_Comp04_k04,Cluster_Comp04_k05,Cluster_Comp04_k06,Cluster_Comp04_k07,Cluster_Comp04_k08,Cluster_Comp04_k09,Cluster_Comp06_k02,Cluster_Comp06_k03,Cluster_Comp06_k04,Cluster_Comp06_k05,Cluster_Comp06_k06,Cluster_Comp06_k07,Cluster_Comp06_k08,Cluster_Comp06_k09,Group
c4989cc92c6f53131d852041a00b2025e3f0f6b3b04b0549b8db133aa5cbf666,25-34,"0-9,999",Single Adult Household,1,3-4,2,Service Sector,Employed,GCSE Equivalent,Social Renting,Flat or Maisonette,150-250k,Social grade C1,Deemed,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,1
8784dded1f018b6eda12cfbd5030aa539fc9e6ed335def11742f761a9056ce95,35-44,"100,000+",Couple Household,2+,3-4,3,Director/Managerial,Employed,University Degree or Higher,Owner Occupied,Terraced House,500k+,Social grade B,Fix Total Service,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,3.0,3.0,5.0,4.0,5.0,0
650cbcd6ff46124fa2aec4691561bbbaf2ab6e1739e2a41b189e40b8d0cb28e5,45-54,"40,000-49,999",Couple Household,1,3-4,3,Service Sector,Employed,GCSE Equivalent,Owner Occupied,Terraced House,150-250k,Social grade C1,Standard,1.0,2.0,3.0,1.0,2.0,4.0,5.0,6.0,0.0,2.0,3.0,2.0,2.0,2.0,5.0,6.0,1
560fa2c053bb37dce047c3a0cf06dd6bdeb01387385ce1bf7fbb308ae6b520d7,65-74,"50,000-74,999",Couple Household,0,2,3,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4ed207b90f53b490e268dc5740343ff7106fc040ea3b344f68aa0d6c00f993b5,55-64,"40,000-49,999",Couple Household,0,2,4,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade C1,Essentials Exclusive,0.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,1.0,0
3e29bc39cea3488408e731341aea6b95bd9039bf5d7d7074a2b80cd212ff1ae3,55-64,"75,000-99,999",Couple Household,0,3-4,3,Office Worker,Employed,A Level Equivalent,Owner Occupied,Terraced House,250-500k,Social grade C1,EDF Essentials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
bccc9787d27b0bc269871a4803caa34cc8e87f33797dbf2d479e974bbf8a3c92,55-64,"30,000-39,999",Couple Household,0,2,3,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,EDF Essentials,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
67ce7efb750c3fa5acb93811743ea8c2ef7120c3ce64fc317d7cf4695d319367,45-54,"50,000-74,999",Couple Household,1,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,250-500k,Social grade C1,Standard,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0
24ac39646aa9a259e588efe29a5760c3ccc4575eaf4aa94846cf00ce379e6ae9,55-64,"75,000-99,999",Couple Household,2+,3-4,4,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Fix Total Service,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
fce880311d169db0eb15bd50e4c62479772d37ea2f2dfaaf17c676ed5d6f8d82,55-64,"10,000-19,999",Single Adult Household,0,1,2,Skilled Manual Worker,Employed,Secondary Education or Less,Owner Occupied,Terraced House,150-250k,Social grade C2,EDF Essentials,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,5.0,1
dd75fa2402ff23f40be13a4d8a42b263c8f16f459b94fc96bce1f0f0eaaf341d,25-34,"50,000-74,999",Couple Household,1,3-4,2,Professional,Employed,University Degree or Higher,Private Renting,Terraced House,150-250k,Social grade C1,EDF Essentials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
05beb5e16c771b15b34ad7538ba4ddfcaad47b8ff30259638372ad93f6030d64,75+,"40,000-49,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Deemed,0.0,0.0,2.0,3.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,2.0,2.0,4.0,3.0,4.0,1
818eefc7035fb3d75a85c8a5acc00dd8529763c99657f662f2ae3bc7fb9721f9,55-64,"40,000-49,999",Couple Household,2+,3-4,3,Director/Managerial,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C2,Easy Online,0.0,0.0,1.0,2.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1
0f8110ccc6b189225289409c8cd36831362d9587b91d5c28a20c7c1ebbf318ef,25-34,"50,000-74,999",Couple Household,1,3-4,2,Professional,Employed,University Degree or Higher,Private Renting,Terraced House,150-250k,Social grade C1,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3c84c1c002f7e8616fc30c34e98f7ab5340bb02365b95de672c95a8ddf3111b5,55-64,"30,000-39,999",Couple Household,0,2,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C2,Deemed,0.0,2.0,3.0,4.0,0.0,0.0,2.0,6.0,1.0,2.0,3.0,0.0,5.0,0.0,5.0,6.0,1
0045034694b28ba56978092fc4dd601c58774fd74c30b738adb47e11a75f44a6,65-74,"40,000-49,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade C2,EDF Essentials,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
efcaad3bfc6033a064f9d94a4bb6d3ddbd092d88cc8bef0371628f285f9ad72d,55-64,"100,000+",Single Adult Household,0,1,1,Director/Managerial,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,500k+,Social grade B,Standard,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
5b831d1e3e8cc5d6c02d4b0ad0baf5b34ca527837ee725e9461613a6cd9070ba,55-64,"75,000-99,999",Couple Household,0,3-4,5+,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,500k+,Social grade B,Standard,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,4.0,3.0,4.0,1
3019cb5d8cbbe84a58b4485be239c91ebd0680658a889f63add3d10551ea3421,35-44,"20,000-29,999",Couple Household,1,3-4,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Terraced House,100-150k,Social grade C2,Essentials Exclusive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5c1f86146e521a17d3bb7959c573d9d2ab4372721a5b61e21cf3833bcc9d8a79,65-74,"40,000-49,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade C1,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
276def35fb76a9a9697839b2af29687d942bd3c45701a636be632abdca8d2759,55-64,"100,000+",Couple Household,1,3-4,5+,Office Worker,Employed,University Degree or Higher,Owner Occupied,Terraced House,500k+,Social grade C1,EDF Essentials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
93fce4a91b6282c383d8846cc873f58993aa5331bc651b82daac770102ed8ac8,25-34,"20,000-29,999",Couple Household,0,2,3,Service Sector,Employed,University Degree or Higher,Owner Occupied,Terraced House,150-250k,Social grade C1,Standard,1.0,2.0,3.0,0.0,2.0,4.0,2.0,6.0,1.0,2.0,3.0,0.0,0.0,2.0,5.0,6.0,0
cbb6d15aba0041adec0c6234e362155c0d00fa0c29e44e56d4542cb06afedff2,65-74,"50,000-74,999",Couple Household,0,2,4,Retired,Not Employed,University Degree or Higher,Owner Occupied,Terraced House,500k+,Social grade B,EDF Essentials,0.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0
de28fc7948dca2fa680019d70970863702f958dfe89611f888cb5b3cf56381c3,55-64,"50,000-74,999",Couple Household,0,2,3,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,500k+,Social grade C1,EDF Essentials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
c3301f8b3d05f9c369f02db74bca7821c73bbd8f3a569228dd86b58f2ec4dedd,55-64,"50,000-74,999",Couple Household,0,2,4,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,250-500k,Social grade C1,EDF Essentials,0.0,1.0,2.0,2.0,3.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
82ecd7bef1fbbd07d32477d065f1f254641289aeeaf47ac810c1289aad2773ed,65-74,"100,000+",Couple Household,0,2,5+,Retired,Not Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,500k+,Social grade B,EDF Essentials,0.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,1
bfcdc66918dd2b7b06e87da770d601a66a4088fc3f1ab6967ae407dacfa42061,55-64,"30,000-39,999",Couple Household,0,2,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C2,EDF Essentials,0.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,5.0,0
4828005e0b4d836aa42d6e9d1612e129ae178c8316da959ff6108fb2e6ae9f98,25-34,"40,000-49,999",Couple Household,1,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,150-250k,Social grade C1,EDF Essentials,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,1
35e39cd82d3cc682a8e4694009c6379772ca642dcb4ab3b44791f06931b4743a,55-64,"30,000-39,999",Couple Household,0,2,2,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade C2,Standard,1.0,2.0,3.0,4.0,5.0,6.0,2.0,8.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,1
703bf6591de7c97db1de896ef47757f8ca15b8f064d50d946eff01442e04106b,45-54,"40,000-49,999",Couple Household,1,3-4,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Terraced House,150-250k,Social grade C2,Standard,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
270ace03157019289e946b903be6be11ce09fda5d2a6fad7dc472d5b29985cfb,25-34,"30,000-39,999",Single Adult Household,1,2,2,Professional,Employed,University Degree or Higher,Private Renting,Terraced House,100-150k,Social grade C2,Standard,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,1
1345d29a9eb68f9f9e18b41deb93800f7ce9db56990756e180b65be466c524b1,45-54,"50,000-74,999",Couple Household,1,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,250-500k,Social grade C1,EDF Essentials,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0
d6179ddf8fba4d710722a3c303646a840ae23595dda4d2061339c84b6ec205fe,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Deemed,1.0,0.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0
a3aecd7d6578a2ee833b36d11332d07ce45ddc6153f1670ed39cda3fcba27d93,25-34,"75,000-99,999",Couple Household,2+,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,EDF Essentials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1f3a93eeae1a5b542d23efcbdd2f389d665e26ba1edf321d0485a6f45d01af76,65-74,"40,000-49,999",Couple Household,0,2,4,Retired,Not Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Essentials Exclusive,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
d72c0794ca9c27f551fbed265c9029d81633b05de9715b88ef454f97680f66b0,65-74,"10,000-19,999",Single Adult Household,0,1,2,Retired,Not Employed,Secondary Education or Less,Owner Occupied,Semi-Detached House,500k+,Social grade C1,EDF Essentials,0.0,1.0,2.0,3.0,1.0,2.0,3.0,5.0,0.0,0.0,1.0,2.0,2.0,4.0,3.0,4.0,0
505860fb663c64b1f07ff01409acc0352149b87f0a5c3445837d017f14fdf59d,55-64,"50,000-74,999",Couple Household,0,2,3,Office Worker,Employed,University Degree or Higher,Owner Occupied,Terraced House,250-500k,Social grade C1,Standard,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
7dcae9e9c8247d031dfe5ae23dfce5867ba271e09ee8fdb92cb954cc0793f8fa,45-54,"75,000-99,999",Couple Household,1,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Standard,0.0,0.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1
0a2ba71e7c6ccbb66f88da696be390e26c04d9a1f9019f7fe9f5f3ba908364c4,65-74,"40,000-49,999",Couple Household,0,2,4,Student,Not Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3535fa9f1ab5a359a2545430934e77dc5483fa733343a058752f24364842594c,55-64,"50,000-74,999",Couple Household,1,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Fix Total Service,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,5.0,6.0,0
16ed6ca1d8132e9b8d0248292c12ba3515bdf328e1a6c395067bdfc0beb717cd,25-34,"50,000-74,999",Couple Household,1,3-4,2,Professional,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,250-500k,Social grade B,Deemed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
b1774c07a9f576b57e48136aba428dadc0c980e9a077f4d12bbd41cbef2c63ef,55-64,"50,000-74,999",Couple Household,0,2,4,Office Worker,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,Deemed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
e6067aa4f1bf0d7612f3ac2ab29c5cfb5bdcc9fdbf27f9bcad718c7742659fcd,45-54,"0-9,999",Couple Household,1,5+,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Terraced House,0-100k,Social grade D,Standard,0.0,2.0,3.0,4.0,2.0,4.0,5.0,6.0,0.0,2.0,3.0,0.0,5.0,2.0,5.0,6.0,1
35495a197b8e56b528431f1cd06d00cab232ebafaef3237033e31b02731675ab,25-34,"50,000-74,999",Single Adult Household,0,1,1,Professional,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,250-500k,Social grade C1,Deemed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8066be6b59ed418ff4de95c1ee235c650ae471d597ee85ee6c376d163b707b6d,45-54,"75,000-99,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,Standard,1.0,2.0,3.0,4.0,4.0,4.0,5.0,6.0,1.0,2.0,3.0,4.0,5.0,6.0,5.0,6.0,1
5de58e369684c2d6c8637c69885d03a05310e1412a5f5f51b3939aa9cfc5c32b,65-74,"50,000-74,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,EDF Essentials,0.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,2.0,2.0,4.0,3.0,1.0,0
b0f9057f744a6c1435523deec375a7a1b8c6627d62894810e43695db82a10a86,65-74,"20,000-29,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade C1,EDF Essentials,1.0,2.0,1.0,2.0,4.0,5.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,1
231bc6281b528e253387f2d302da1e9363e298f3dc3807a05af9a9d0465a8570,65-74,"20,000-29,999",Single Adult Household,1,3-4,4,Retired,Not Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Essentials Exclusive,0.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,2.0,2.0,4.0,3.0,4.0,0
228a1f50501f48424ab2be73944417d3420e96af01b7fb30bfc4a39b22cc0466,35-44,"75,000-99,999",Couple Household,2+,5+,5+,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,500k+,Social grade B,Easy Online,1.0,1.0,2.0,3.0,3.0,6.0,4.0,5.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,5.0,0
08679c8df992979c3d276f09cbe9eb0550b6f46c80ac527185ae5e4e25218ff3,55-64,"30,000-39,999",Couple Household,0,2,3,Office Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Standard,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,4.0,3.0,4.0,0
5d54d5e285e330796f5f660d24079d49187ce25dc2fa3f6406536f6b111aaa0b,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Deemed,1.0,1.0,2.0,3.0,1.0,2.0,3.0,5.0,0.0,0.0,2.0,3.0,3.0,3.0,4.0,5.0,0
8c838076d6a899f7d85329c51a378ee48b20798ce8b27a1253e39569eeb689df,65-74,"50,000-74,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Total Service,0.0,1.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,1
d2b630c89370c60bead3a251cccaf1f13417b9b8ed9ef9c84929db786a3178a7,65-74,"100,000+",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade B,Fix Total Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
ed4a7a5d1c345e76232b36764f6aaa946261feeae1615a5804923c652deb7a8b,45-54,"20,000-29,999",Single Adult Household,0,1,2,Office Worker,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,250-500k,Social grade C1,EDF Essentials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
